id,url,type,decision,notes,protected,manual_capture,filename,checksum,related_page,operator,timestamp
ASSET-1016-4,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODg1NzY=,asset,keep,,no,no,raw/assets/ASSET-1016-4.aspx?id=ODg1NzY=,,PAGE-1016,,
ASSET-1016-5,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODQxODk=,asset,keep,,no,no,raw/assets/ASSET-1016-5.aspx?id=ODQxODk=,,PAGE-1016,,
ASSET-1017-1,https://rae.mju.ac.th/images/logo.png,asset,keep,,no,no,raw/assets/ASSET-1017-1.png,,PAGE-1017,,
ASSET-1017-2,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODI2NDI=,asset,keep,,no,no,raw/assets/ASSET-1017-2.aspx?id=ODI2NDI=,,PAGE-1017,,
ASSET-1017-3,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODU0NzA=,asset,keep,,no,no,raw/assets/ASSET-1017-3.aspx?id=ODU0NzA=,,PAGE-1017,,
ASSET-1017-4,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODY5MTQ=,asset,keep,,no,no,raw/assets/ASSET-1017-4.aspx?id=ODY5MTQ=,,PAGE-1017,,
ASSET-1017-5,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODE0MjY=,asset,keep,,no,no,raw/assets/ASSET-1017-5.aspx?id=ODE0MjY=,,PAGE-1017,,
ASSET-1018-1,https://rae.mju.ac.th/images/logo.png,asset,keep,,no,no,raw/assets/ASSET-1018-1.png,,PAGE-1018,,
ASSET-1018-2,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODg1NzU=,asset,keep,,no,no,raw/assets/ASSET-1018-2.aspx?id=ODg1NzU=,,PAGE-1018,,
ASSET-1018-3,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODYxMjQ=,asset,keep,,no,no,raw/assets/ASSET-1018-3.aspx?id=ODYxMjQ=,,PAGE-1018,,
ASSET-1018-4,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODYxMjU=,asset,keep,,no,no,raw/assets/ASSET-1018-4.aspx?id=ODYxMjU=,,PAGE-1018,,
ASSET-1018-5,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODY5MTM=,asset,keep,,no,no,raw/assets/ASSET-1018-5.aspx?id=ODY5MTM=,,PAGE-1018,,
ASSET-1018-6,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODU5MDg=,asset,keep,,no,no,raw/assets/ASSET-1018-6.aspx?id=ODU5MDg=,,PAGE-1018,,
ASSET-1019-1,https://rae.mju.ac.th/images/logo.png,asset,keep,,no,no,raw/assets/ASSET-1019-1.png,,PAGE-1019,,
ASSET-1019-2,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=Mzk4MjM=,asset,keep,,no,no,raw/assets/ASSET-1019-2.aspx?id=Mzk4MjM=,,PAGE-1019,,
ASSET-1020-1,https://rae.mju.ac.th/images/logo.png,asset,keep,,no,no,raw/assets/ASSET-1020-1.png,,PAGE-1020,,
ASSET-1024-1,https://rae.mju.ac.th/images/logo.png,asset,keep,,no,no,raw/assets/ASSET-1024-1.png,,PAGE-1024,,
ASSET-1025-1,https://rae.mju.ac.th/images/logo.png,asset,keep,,no,no,raw/assets/ASSET-1025-1.png,,PAGE-1025,,
ASSET-1025-2,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NDM2NTk=,asset,keep,,no,no,raw/assets/ASSET-1025-2.aspx?id=NDM2NTk=,,PAGE-1025,,
ASSET-1025-3,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NDI2NDA=,asset,keep,,no,no,raw/assets/ASSET-1025-3.aspx?id=NDI2NDA=,,PAGE-1025,,
ASSET-1025-4,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NDI1ODE=,asset,keep,,no,no,raw/assets/ASSET-1025-4.aspx?id=NDI1ODE=,,PAGE-1025,,
ASSET-1025-5,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NDI3NzE=,asset,keep,,no,no,raw/assets/ASSET-1025-5.aspx?id=NDI3NzE=,,PAGE-1025,,
ASSET-1025-6,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NDI2MjI=,asset,keep,,no,no,raw/assets/ASSET-1025-6.aspx?id=NDI2MjI=,,PAGE-1025,,
ASSET-1025-7,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NDI3NzQ=,asset,keep,,no,no,raw/assets/ASSET-1025-7.aspx?id=NDI3NzQ=,,PAGE-1025,,
ASSET-1025-8,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NDI2NDE=,asset,keep,,no,no,raw/assets/ASSET-1025-8.aspx?id=NDI2NDE=,,PAGE-1025,,
ASSET-1025-9,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NDI1ODQ=,asset,keep,,no,no,raw/assets/ASSET-1025-9.aspx?id=NDI1ODQ=,,PAGE-1025,,
ASSET-1025-10,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NDI4NjI=,asset,keep,,no,no,raw/assets/ASSET-1025-10.aspx?id=NDI4NjI=,,PAGE-1025,,
ASSET-1025-11,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5MTI=,asset,keep,,no,no,raw/assets/ASSET-1025-11.aspx?id=NzE5MTI=,,PAGE-1025,,
ASSET-1025-12,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NDI1ODY=,asset,keep,,no,no,raw/assets/ASSET-1025-12.aspx?id=NDI1ODY=,,PAGE-1025,,
ASSET-1025-13,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NDI3NzI=,asset,keep,,no,no,raw/assets/ASSET-1025-13.aspx?id=NDI3NzI=,,PAGE-1025,,
ASSET-1025-14,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NTQxODc=,asset,keep,,no,no,raw/assets/ASSET-1025-14.aspx?id=NTQxODc=,,PAGE-1025,,
ASSET-1025-15,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NDI3Nzg=,asset,keep,,no,no,raw/assets/ASSET-1025-15.aspx?id=NDI3Nzg=,,PAGE-1025,,
ASSET-1025-16,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NDI2Mzk=,asset,keep,,no,no,raw/assets/ASSET-1025-16.aspx?id=NDI2Mzk=,,PAGE-1025,,
ASSET-1025-17,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NDI2MDI=,asset,keep,,no,no,raw/assets/ASSET-1025-17.aspx?id=NDI2MDI=,,PAGE-1025,,
ASSET-1025-18,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzQ0MDE=,asset,keep,,no,no,raw/assets/ASSET-1025-18.aspx?id=NzQ0MDE=,,PAGE-1025,,
ASSET-1026-1,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/Logo_25580508150123_636182.png,asset,keep,,no,no,raw/assets/ASSET-1026-1.png,,PAGE-1026,,
ASSET-1026-2,https://erp.mju.ac.th/images/ribbon-black_68.png,asset,keep,,no,no,raw/assets/ASSET-1026-2.png,,PAGE-1026,,
ASSET-1026-3,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690319095324_957639.png,asset,keep,,no,no,raw/assets/ASSET-1026-3.png,,PAGE-1026,,
ASSET-1026-4,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690311101352_474397.jpg,asset,keep,,no,no,raw/assets/ASSET-1026-4.jpg,,PAGE-1026,,
ASSET-1026-5,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690311104023_228890.jpg,asset,keep,,no,no,raw/assets/ASSET-1026-5.jpg,,PAGE-1026,,
ASSET-1026-6,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690306101947_370223.jpg,asset,keep,,no,no,raw/assets/ASSET-1026-6.jpg,,PAGE-1026,,
ASSET-1026-7,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690216102413_343759.jpg,asset,keep,,no,no,raw/assets/ASSET-1026-7.jpg,,PAGE-1026,,
ASSET-1026-8,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25621111155137_788895.jpg,asset,keep,,no,no,raw/assets/ASSET-1026-8.jpg,,PAGE-1026,,
ASSET-1026-9,https://rae.mju.ac.th/images/bgB.jpg,asset,keep,,no,no,raw/assets/ASSET-1026-9.jpg,,PAGE-1026,,
ASSET-1026-10,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODAxNzU=,asset,keep,,no,no,raw/assets/ASSET-1026-10.aspx?id=ODAxNzU=,,PAGE-1026,,
ASSET-1026-11,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODAxNzk=,asset,keep,,no,no,raw/assets/ASSET-1026-11.aspx?id=ODAxNzk=,,PAGE-1026,,
ASSET-1026-12,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODAxNzg=,asset,keep,,no,no,raw/assets/ASSET-1026-12.aspx?id=ODAxNzg=,,PAGE-1026,,
ASSET-1026-13,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5ODY=,asset,keep,,no,no,raw/assets/ASSET-1026-13.aspx?id=NzE5ODY=,,PAGE-1026,,
ASSET-1026-14,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5ODE=,asset,keep,,no,no,raw/assets/ASSET-1026-14.aspx?id=NzE5ODE=,,PAGE-1026,,
ASSET-1026-15,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5ODQ=,asset,keep,,no,no,raw/assets/ASSET-1026-15.aspx?id=NzE5ODQ=,,PAGE-1026,,
ASSET-1026-16,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODU2MzU=,asset,keep,,no,no,raw/assets/ASSET-1026-16.aspx?id=ODU2MzU=,,PAGE-1026,,
ASSET-1026-17,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODAxNjg=,asset,keep,,no,no,raw/assets/ASSET-1026-17.aspx?id=ODAxNjg=,,PAGE-1026,,
ASSET-1026-18,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODA3NTU=,asset,keep,,no,no,raw/assets/ASSET-1026-18.aspx?id=ODA3NTU=,,PAGE-1026,,
ASSET-1026-19,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzYzOTQ=,asset,keep,,no,no,raw/assets/ASSET-1026-19.aspx?id=NzYzOTQ=,,PAGE-1026,,
ASSET-1026-20,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5ODk=,asset,keep,,no,no,raw/assets/ASSET-1026-20.aspx?id=NzE5ODk=,,PAGE-1026,,
ASSET-1026-21,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5OTI=,asset,keep,,no,no,raw/assets/ASSET-1026-21.aspx?id=NzE5OTI=,,PAGE-1026,,
ASSET-1026-22,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=Nzc0MzI=,asset,keep,,no,no,raw/assets/ASSET-1026-22.aspx?id=Nzc0MzI=,,PAGE-1026,,
ASSET-1026-23,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5OTM=,asset,keep,,no,no,raw/assets/ASSET-1026-23.aspx?id=NzE5OTM=,,PAGE-1026,,
ASSET-1026-24,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5OTE=,asset,keep,,no,no,raw/assets/ASSET-1026-24.aspx?id=NzE5OTE=,,PAGE-1026,,
ASSET-1026-25,https://rae.mju.ac.th/placeholder.png,asset,keep,,no,no,raw/assets/ASSET-1026-25.png,,PAGE-1026,,
ASSET-1026-26,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/Doc_25671008160853_758028.png,asset,keep,,no,no,raw/assets/ASSET-1026-26.png,,PAGE-1026,,
ASSET-1026-27,https://scdn.line-apps.com/n/line_add_friends/btn/th.png,asset,keep,,no,no,raw/assets/ASSET-1026-27.png,,PAGE-1026,,
ASSET-1026-28,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODcwNzU=,asset,keep,,no,no,raw/assets/ASSET-1026-28.aspx?id=ODcwNzU=,,PAGE-1026,,
ASSET-1026-29,https://rae.mju.ac.th/wtms_system/images/logo-wtms.png,asset,keep,,no,no,raw/assets/ASSET-1026-29.png,,PAGE-1026,,
ASSET-1026-30,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/Doc_25690310092241_879433.pdf,asset,keep,,no,no,raw/assets/ASSET-1026-30.pdf,,PAGE-1026,,
ASSET-1026-31,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/Doc_25690310092314_430623.pdf,asset,keep,,no,no,raw/assets/ASSET-1026-31.pdf,,PAGE-1026,,
ASSET-1027-1,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/Logo_25580508150123_636182.png,asset,keep,,no,no,raw/assets/ASSET-1027-1.png,,PAGE-1027,,
ASSET-1027-2,https://erp.mju.ac.th/images/ribbon-black_68.png,asset,keep,,no,no,raw/assets/ASSET-1027-2.png,,PAGE-1027,,
ASSET-1027-3,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690319095324_957639.png,asset,keep,,no,no,raw/assets/ASSET-1027-3.png,,PAGE-1027,,
ASSET-1027-4,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690311101352_474397.jpg,asset,keep,,no,no,raw/assets/ASSET-1027-4.jpg,,PAGE-1027,,
ASSET-1027-5,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690311104023_228890.jpg,asset,keep,,no,no,raw/assets/ASSET-1027-5.jpg,,PAGE-1027,,
ASSET-1027-6,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690306101947_370223.jpg,asset,keep,,no,no,raw/assets/ASSET-1027-6.jpg,,PAGE-1027,,
ASSET-1027-7,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690216102413_343759.jpg,asset,keep,,no,no,raw/assets/ASSET-1027-7.jpg,,PAGE-1027,,
ASSET-1027-8,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25621111155137_788895.jpg,asset,keep,,no,no,raw/assets/ASSET-1027-8.jpg,,PAGE-1027,,
ASSET-1027-9,https://rae.mju.ac.th/images/bgB.jpg,asset,keep,,no,no,raw/assets/ASSET-1027-9.jpg,,PAGE-1027,,
ASSET-1027-10,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODAxNzU=,asset,keep,,no,no,raw/assets/ASSET-1027-10.aspx?id=ODAxNzU=,,PAGE-1027,,
ASSET-1027-11,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODAxNzk=,asset,keep,,no,no,raw/assets/ASSET-1027-11.aspx?id=ODAxNzk=,,PAGE-1027,,
ASSET-1027-12,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODAxNzg=,asset,keep,,no,no,raw/assets/ASSET-1027-12.aspx?id=ODAxNzg=,,PAGE-1027,,
ASSET-1027-13,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5ODY=,asset,keep,,no,no,raw/assets/ASSET-1027-13.aspx?id=NzE5ODY=,,PAGE-1027,,
ASSET-1027-14,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5ODE=,asset,keep,,no,no,raw/assets/ASSET-1027-14.aspx?id=NzE5ODE=,,PAGE-1027,,
ASSET-1027-15,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5ODQ=,asset,keep,,no,no,raw/assets/ASSET-1027-15.aspx?id=NzE5ODQ=,,PAGE-1027,,
ASSET-1027-16,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODU2MzU=,asset,keep,,no,no,raw/assets/ASSET-1027-16.aspx?id=ODU2MzU=,,PAGE-1027,,
ASSET-1027-17,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODAxNjg=,asset,keep,,no,no,raw/assets/ASSET-1027-17.aspx?id=ODAxNjg=,,PAGE-1027,,
ASSET-1027-18,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODA3NTU=,asset,keep,,no,no,raw/assets/ASSET-1027-18.aspx?id=ODA3NTU=,,PAGE-1027,,
ASSET-1027-19,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzYzOTQ=,asset,keep,,no,no,raw/assets/ASSET-1027-19.aspx?id=NzYzOTQ=,,PAGE-1027,,
ASSET-1027-20,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5ODk=,asset,keep,,no,no,raw/assets/ASSET-1027-20.aspx?id=NzE5ODk=,,PAGE-1027,,
ASSET-1027-21,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5OTI=,asset,keep,,no,no,raw/assets/ASSET-1027-21.aspx?id=NzE5OTI=,,PAGE-1027,,
ASSET-1027-22,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=Nzc0MzI=,asset,keep,,no,no,raw/assets/ASSET-1027-22.aspx?id=Nzc0MzI=,,PAGE-1027,,
ASSET-1027-23,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5OTM=,asset,keep,,no,no,raw/assets/ASSET-1027-23.aspx?id=NzE5OTM=,,PAGE-1027,,
ASSET-1027-24,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5OTE=,asset,keep,,no,no,raw/assets/ASSET-1027-24.aspx?id=NzE5OTE=,,PAGE-1027,,
ASSET-1027-25,https://rae.mju.ac.th/placeholder.png,asset,keep,,no,no,raw/assets/ASSET-1027-25.png,,PAGE-1027,,
ASSET-1027-26,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/Doc_25671008160853_758028.png,asset,keep,,no,no,raw/assets/ASSET-1027-26.png,,PAGE-1027,,
ASSET-1027-27,https://scdn.line-apps.com/n/line_add_friends/btn/th.png,asset,keep,,no,no,raw/assets/ASSET-1027-27.png,,PAGE-1027,,
ASSET-1027-28,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODcwNzU=,asset,keep,,no,no,raw/assets/ASSET-1027-28.aspx?id=ODcwNzU=,,PAGE-1027,,
ASSET-1027-29,https://rae.mju.ac.th/wtms_system/images/logo-wtms.png,asset,keep,,no,no,raw/assets/ASSET-1027-29.png,,PAGE-1027,,
ASSET-1027-30,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/Doc_25690310092241_879433.pdf,asset,keep,,no,no,raw/assets/ASSET-1027-30.pdf,,PAGE-1027,,
ASSET-1027-31,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/Doc_25690310092314_430623.pdf,asset,keep,,no,no,raw/assets/ASSET-1027-31.pdf,,PAGE-1027,,
ASSET-1028-1,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/Logo_25580508150123_636182.png,asset,keep,,no,no,raw/assets/ASSET-1028-1.png,,PAGE-1028,,
ASSET-1028-2,https://erp.mju.ac.th/images/ribbon-black_68.png,asset,keep,,no,no,raw/assets/ASSET-1028-2.png,,PAGE-1028,,
ASSET-1028-3,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690319095324_957639.png,asset,keep,,no,no,raw/assets/ASSET-1028-3.png,,PAGE-1028,,
ASSET-1028-4,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690311101352_474397.jpg,asset,keep,,no,no,raw/assets/ASSET-1028-4.jpg,,PAGE-1028,,
ASSET-1028-5,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690311104023_228890.jpg,asset,keep,,no,no,raw/assets/ASSET-1028-5.jpg,,PAGE-1028,,
ASSET-1028-6,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690306101947_370223.jpg,asset,keep,,no,no,raw/assets/ASSET-1028-6.jpg,,PAGE-1028,,
ASSET-1028-7,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690216102413_343759.jpg,asset,keep,,no,no,raw/assets/ASSET-1028-7.jpg,,PAGE-1028,,
ASSET-1028-8,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25621111155137_788895.jpg,asset,keep,,no,no,raw/assets/ASSET-1028-8.jpg,,PAGE-1028,,
ASSET-1028-9,https://rae.mju.ac.th/images/bgB.jpg,asset,keep,,no,no,raw/assets/ASSET-1028-9.jpg,,PAGE-1028,,
ASSET-1028-10,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODAxNzU=,asset,keep,,no,no,raw/assets/ASSET-1028-10.aspx?id=ODAxNzU=,,PAGE-1028,,
ASSET-1028-11,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODAxNzk=,asset,keep,,no,no,raw/assets/ASSET-1028-11.aspx?id=ODAxNzk=,,PAGE-1028,,
ASSET-1028-12,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODAxNzg=,asset,keep,,no,no,raw/assets/ASSET-1028-12.aspx?id=ODAxNzg=,,PAGE-1028,,
ASSET-1028-13,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5ODY=,asset,keep,,no,no,raw/assets/ASSET-1028-13.aspx?id=NzE5ODY=,,PAGE-1028,,
ASSET-1028-14,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5ODE=,asset,keep,,no,no,raw/assets/ASSET-1028-14.aspx?id=NzE5ODE=,,PAGE-1028,,
ASSET-1028-15,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5ODQ=,asset,keep,,no,no,raw/assets/ASSET-1028-15.aspx?id=NzE5ODQ=,,PAGE-1028,,
ASSET-1028-16,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODU2MzU=,asset,keep,,no,no,raw/assets/ASSET-1028-16.aspx?id=ODU2MzU=,,PAGE-1028,,
ASSET-1028-17,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODAxNjg=,asset,keep,,no,no,raw/assets/ASSET-1028-17.aspx?id=ODAxNjg=,,PAGE-1028,,
ASSET-1028-18,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODA3NTU=,asset,keep,,no,no,raw/assets/ASSET-1028-18.aspx?id=ODA3NTU=,,PAGE-1028,,
ASSET-1028-19,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzYzOTQ=,asset,keep,,no,no,raw/assets/ASSET-1028-19.aspx?id=NzYzOTQ=,,PAGE-1028,,
ASSET-1028-20,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5ODk=,asset,keep,,no,no,raw/assets/ASSET-1028-20.aspx?id=NzE5ODk=,,PAGE-1028,,
ASSET-1028-21,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5OTI=,asset,keep,,no,no,raw/assets/ASSET-1028-21.aspx?id=NzE5OTI=,,PAGE-1028,,
ASSET-1028-22,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=Nzc0MzI=,asset,keep,,no,no,raw/assets/ASSET-1028-22.aspx?id=Nzc0MzI=,,PAGE-1028,,
ASSET-1028-23,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5OTM=,asset,keep,,no,no,raw/assets/ASSET-1028-23.aspx?id=NzE5OTM=,,PAGE-1028,,
ASSET-1028-24,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5OTE=,asset,keep,,no,no,raw/assets/ASSET-1028-24.aspx?id=NzE5OTE=,,PAGE-1028,,
ASSET-1028-25,https://rae.mju.ac.th/placeholder.png,asset,keep,,no,no,raw/assets/ASSET-1028-25.png,,PAGE-1028,,
ASSET-1028-26,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/Doc_25671008160853_758028.png,asset,keep,,no,no,raw/assets/ASSET-1028-26.png,,PAGE-1028,,
ASSET-1028-27,https://scdn.line-apps.com/n/line_add_friends/btn/th.png,asset,keep,,no,no,raw/assets/ASSET-1028-27.png,,PAGE-1028,,
ASSET-1028-28,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODcwNzU=,asset,keep,,no,no,raw/assets/ASSET-1028-28.aspx?id=ODcwNzU=,,PAGE-1028,,
ASSET-1028-29,https://rae.mju.ac.th/wtms_system/images/logo-wtms.png,asset,keep,,no,no,raw/assets/ASSET-1028-29.png,,PAGE-1028,,
ASSET-1028-30,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/Doc_25690310092241_879433.pdf,asset,keep,,no,no,raw/assets/ASSET-1028-30.pdf,,PAGE-1028,,
ASSET-1028-31,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/Doc_25690310092314_430623.pdf,asset,keep,,no,no,raw/assets/ASSET-1028-31.pdf,,PAGE-1028,,
ASSET-1029-1,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/Logo_25580508150123_636182.png,asset,keep,,no,no,raw/assets/ASSET-1029-1.png,,PAGE-1029,,
ASSET-1029-2,https://erp.mju.ac.th/images/ribbon-black_68.png,asset,keep,,no,no,raw/assets/ASSET-1029-2.png,,PAGE-1029,,
ASSET-1029-3,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690319095324_957639.png,asset,keep,,no,no,raw/assets/ASSET-1029-3.png,,PAGE-1029,,
ASSET-1029-4,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690311101352_474397.jpg,asset,keep,,no,no,raw/assets/ASSET-1029-4.jpg,,PAGE-1029,,
ASSET-1029-5,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690311104023_228890.jpg,asset,keep,,no,no,raw/assets/ASSET-1029-5.jpg,,PAGE-1029,,
ASSET-1029-6,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690306101947_370223.jpg,asset,keep,,no,no,raw/assets/ASSET-1029-6.jpg,,PAGE-1029,,
ASSET-1029-7,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25690216102413_343759.jpg,asset,keep,,no,no,raw/assets/ASSET-1029-7.jpg,,PAGE-1029,,
ASSET-1029-8,https://rae.mju.ac.th/goverment/20130325103535_2013_rae/banner_25621111155137_788895.jpg,asset,keep,,no,no,raw/assets/ASSET-1029-8.jpg,,PAGE-1029,,
ASSET-1029-9,https://rae.mju.ac.th/images/bgB.jpg,asset,keep,,no,no,raw/assets/ASSET-1029-9.jpg,,PAGE-1029,,
ASSET-1029-10,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODAxNzU=,asset,keep,,no,no,raw/assets/ASSET-1029-10.aspx?id=ODAxNzU=,,PAGE-1029,,
ASSET-1029-11,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODAxNzk=,asset,keep,,no,no,raw/assets/ASSET-1029-11.aspx?id=ODAxNzk=,,PAGE-1029,,
ASSET-1029-12,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODAxNzg=,asset,keep,,no,no,raw/assets/ASSET-1029-12.aspx?id=ODAxNzg=,,PAGE-1029,,
ASSET-1029-13,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5ODY=,asset,keep,,no,no,raw/assets/ASSET-1029-13.aspx?id=NzE5ODY=,,PAGE-1029,,
ASSET-1029-14,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5ODE=,asset,keep,,no,no,raw/assets/ASSET-1029-14.aspx?id=NzE5ODE=,,PAGE-1029,,
ASSET-1029-15,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=NzE5ODQ=,asset,keep,,no,no,raw/assets/ASSET-1029-15.aspx?id=NzE5ODQ=,,PAGE-1029,,
ASSET-1029-16,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODU2MzU=,asset,keep,,no,no,raw/assets/ASSET-1029-16.aspx?id=ODU2MzU=,,PAGE-1029,,
ASSET-1029-17,https://rae.mju.ac.th/wtms_documentDownload.aspx?id=ODAxNjg=,asset,keep,,no,no,raw/assets/ASSET-1029-17.aspx?id=ODAxNjg=,,PAGE-1029,,
